Company,Title,Date,URL,Safety_category,URL_processed,Abstract
Google DeepMind,Near-Minimax-Optimal Distributional RL with a Generative Model,12-Feb-24,https://deepmind.google/research/publications/70372/,,https://deepmind.google/research/publications/70372/,"We propose a new algorithm for model-based distributional reinforcement learning (RL), and prove that it is minimax-optimal for approximating return distributions with a generative model (up to logarithmic factors), resolving an open question of Zhang et al. (2023). Our analysis provides new theoretical results on categorical approaches to distributional RL, and also introduces a new distributional Bellman equation, the stochastic categorical CDF Bellman equation, which we expect to be of independent interest. We also provide an experimental study comparing several model-based distributional RL algorithms, with several takeaways for practitioners."
Google DeepMind,PIVOT: Iterative Visual Prompting Elicits Actionable Knowledge for VLMs,12-Feb-24,https://deepmind.google/research/publications/72495/,,https://deepmind.google/research/publications/72495/,"Vision language models (VLMs) have shown impressive capabilities across a variety of tasks, from logical reasoning to visual understanding. This opens the door to richer interaction with the world, for example robotic control. However, VLMs produce only textual outputs, while robotic control and other spatial tasks require outputting continuous coordinates, actions, or trajectories. How can we enable VLMs to handle such settings without fine-tuning on task-specific data?"
Google DeepMind,Chain-of-Table: Evolves Tables in the LLM Reasoning Chain for Table Understanding,11-Feb-24,https://deepmind.google/research/publications/47444/,,https://deepmind.google/research/publications/47444/,"Table-based reasoning with large language models is a promising direction to solve many table understanding tasks, such as table-based question answering and table-based fact verification. Chain-of-Thought and its alike approaches have demonstrated impressive performance by incorporating the reasoning chain in the form of textual context. However, it is still an open question how to properly involve tabular data in the reasoning chain for the table-based tasks. Inspired by nested queries in SQL development where temporary tables are used to store intermediate results, we propose Chain-of-Table, where we update the table iteratively to represent the complex reasoning chain. In our approach, the tabular context evolves as a sequence of operations generated by a large language model, where the generation of the latter operation is conditioned on the results of the previous operation. In this way, the constantly evolving table forms a chain, showing the reasoning process of the given problem. The result table carries rich information of the intermediate results so that large language models can skip the complex reasoning over the latent clues, directly aggregate relevant information from the result table, and come to the final prediction easily. Extensive experiments with two large language models show that Chain-of-Table surpasses competitive baselines and achieves the state-of-the-art performance in three well-known benchmark datasets (WikiTableQuestions, and FeTaQA, and TabFact)."
Google DeepMind,Prior-Dependent Allocations for Bayesian Fixed-Budget Best-Arm Identification in Structured Bandits,8-Feb-24,https://deepmind.google/research/publications/52797/,,https://deepmind.google/research/publications/52797/,"We study the problem of Bayesian fixed-budget best-arm identification (BAI) in structured bandits. We propose an algorithm that uses fixed allocations based on the prior information and the structure of the environment. We provide theoretical bounds on its performance across diverse models, including the first prior-dependent upper bounds for linear and hierarchical BAI. Our key contribution is introducing new proof methods that result in tighter bounds for multi-armed BAI compared to existing methods. We extensively compare our approach to other fixed-budget BAI methods, demonstrating its consistent and robust performance in various settings. Our work improves our understanding of Bayesian fixed-budget BAI in structured bandits and highlights the effectiveness of our approach in practical scenarios."
Google DeepMind,Memory Consolidation Enables Long-Context Video Understanding,8-Feb-24,https://deepmind.google/research/publications/79057/,,https://deepmind.google/research/publications/79057/,"Most transformer-based video encoders are limited to short temporal contexts due to their quadratic complexity. While various attempts have been made to extend this context, this has often come at the cost of both conceptual and computational complexity. We propose to instead re-purpose existing pre-trained video transformers by simply fine-tuning them to attend to memories derived non-parametrically from past activations. By leveraging redundancy reduction, our memory-consolidated vision transformer (MC-ViT) effortlessly extends its context far into the past and exhibits excellent scaling behavior when learning from longer videos. In doing so, MC-ViT sets a new state-of-the-art in long-context video understanding on EgoSchema, Perception Test, and Diving48, outperforming methods that benefit from orders of magnitude more parameters."
Google DeepMind,Large Language Models Self-Discover Reasoning Structures,6-Feb-24,https://deepmind.google/research/publications/64816/,,https://deepmind.google/research/publications/64816/,"We introduce SELF-DISCOVER, a general framework for LLMs to self-discover and compose atomic reasoning modules such as critical thinking
and step-by-step reasoning to tackle complex reasoning problems that are challenging for typical prompting methods e.g. Chain-of-Thought (CoT). Core to the framework is a self-discover process where LLMs select multiple atomic reasoning modules, and compose them into an explicit and task-unique reasoning structure for LLMs to follow during decoding, in sharp contrast to the implicit reasoning in CoT. SELF-DISCOVER substantially improves GPT-4 and PaLM-2’s performance on challenging reasoning benchmarks such as BigBench-Hard and Thinking4Doing, by as much as 30%. Furthermore, SELF-DISCOVER outperforms inference-intensive methods such as CoT-Self-Consistency and majority voting by more than 20% across 24 tasks on multiple LLMs, while requiring 10-40x fewer inference compute. Finally, the self-discovered reasoning structures by GPT-4 can also be applied to smaller models of Llama 2 to improving their reasoning capabilities, demonstrating generalization of the discovered reasoning structures."
Google DeepMind,States as Strings as Strategies: Steering Language Models with Game-Theoretic Solvers,6-Feb-24,https://deepmind.google/research/publications/67342/,,https://deepmind.google/research/publications/67342/,"Game theory is the study of mathematical models of strategic interactions among rational agents. Language is a key medium of interaction for humans, though it has historically proven difficult to model dialogue and its strategic motivations mathematically. A suitable model of the players, strategies, and payoffs associated with linguistic interactions (i.e., a binding to the conventional symbolic logic of game theory) would enable existing game-theoretic algorithms to provide strategic solutions in the space of language. In other words, a binding could provide a route to computing stable, rational conversational strategies in dialogue. Large language models (LLMs) have arguably reached a point where their generative capabilities can enable realistic, human-like simulations of natural dialogue. By prompting them in various ways, we can steer their responses towards different output utterances. Leveraging the expressivity of natural language, LLMs can also help us quickly generate new dialogue scenarios, which are grounded in real world applications. In this work, we present one possible binding from dialogue to game theory as well as generalizations of existing equilibrium finding algorithms to this setting. In addition, by exploiting LLMs generation capabilities along with our proposed binding, we can synthesize a large repository of formally-defined games in which one can study and test game-theoretic solution concepts. We also demonstrate how one can combine LLM-driven game generation, game-theoretic solvers, and imitation learning to construct a process for improving the strategic capabilities of LLMs."
Google DeepMind,Transfer Learning for Bayesian Optimization on Heterogeneous Search Spaces,2-Feb-24,https://deepmind.google/research/publications/45020/,,https://deepmind.google/research/publications/45020/,"Bayesian optimization (BO) is a popular black-box function optimization method, which makes sequential decisions based on a Bayesian model, typically a Gaussian process (GP), for the function. To ensure the quality of the model, transfer learning approaches have been developed to automatically design GP priors by learning from data on training'' functions. These training functions are typically required to have the same domain as thetest'' function (black-box function to be optimized). In this paper, we introduce MPHD, a model pre-training method on heterogeneous domains, which uses a neural net mapping from domain descriptions to specifications of a hierarchical GP. MPHD can be seamlessly integrated with BO to transfer knowledge across heterogeneous search spaces. Our theoretical and empirical results demonstrate the validity of MPHD and its superior performance on challenging black-box function optimization tasks."
Google DeepMind,Fractal Patterns May Unravel the Intelligence in Next-Token Prediction,2-Feb-24,https://deepmind.google/research/publications/48253/,,https://deepmind.google/research/publications/48253/,"We study the fractal structure of language, aiming to provide a precise formalism for quantifying several properties that may have been previously suspected but not  formally shown. We establish that language is: (1) self-similar, exhibiting complexities at all levels of granularity, with no particular characteristic granularity level or context length, and (2) long-range dependent (LRD), with tokens at any instant typically correlated with all subsequent tokens. Based on these findings, we argue that short-term patterns in language, such as in paragraphs, mirror the patterns seen in larger scopes, like entire documents. This may shed some light on how next-token prediction can lead to a comprehension of the structure of text at multiple levels of granularity, from words and clauses to broader contexts and intents. In addition, we demonstrate a connection between fractal parameters, such as the Hurst exponent, and scaling laws when varying the context length at inference time. We hope that these findings offer a fresh perspective on the nature of language and the mechanisms underlying the success of LLMs."
Google DeepMind,Exploration at Scale using Epistemic Neural Networks,1-Feb-24,https://deepmind.google/research/publications/73001/,,https://deepmind.google/research/publications/73001/,"We present evidence of substantial benefit to efficient exploration in gathering human feedback to improve large language models.  In our experiments, an agent sequentially generates queries while fitting a reward model to the feedback received.  Our best-performing agent generates queries using double Thompson sampling, with uncertainty represented by an epistemic neural network.  Our results demonstrate that efficient exploration enables high levels of performance with far fewer queries.  Further, both uncertainty estimation and the choice of exploration scheme play critical roles."
Google DeepMind,Learning Universal Predictors,26-Jan-24,https://deepmind.google/research/publications/42394/,,https://deepmind.google/research/publications/42394/,"Meta-learning has emerged as a powerful approach to train neural networks to learn new tasks quickly from limited data. Broad exposure to different tasks leads to versatile representations enabling general problem solving. But, what are the limits of meta-learning? In this work, we explore the potential of amortizing the most powerful universal predictor, namely Solomonoff Induction (SI), into neural networks via leveraging meta-learning to its limits. We use Universal Turing Machines (UTMs) to generate training data used to expose networks to a broad range of patterns. We provide theoretical analysis of the UTM data generation processes and meta-training protocols. We conduct comprehensive experiments with neural architectures (e.g. LSTMs, Transformers) and algorithmic data generators of varying complexity and universality. Our results suggest that UTM data is a valuable resource for meta-learning, and that it can be used to train neural networks capable of learning universal prediction strategies."
Google DeepMind,Neural Population Learning beyond Symmetric Zero-Sum Games,20-Jan-24,https://deepmind.google/research/publications/24820/,,https://deepmind.google/research/publications/24820/,"Neural Population Learning (NeuPL) represents diverse strategies in symmetric zero-sum games using a shared conditional neural network. We propose NeuPL-JPSRO, which extends this idea to n-player general-sum games and leverages the convergence guarantees of Joint Policy-Space Response Oracle (JPSRO). We show empirically that NeuPL-JPSRO converges to a Coarse Correlated Equilibrium (CCE) in several OpenSpiel games, as verified by analytical game solvers. We then deploy NeuPL-JPSRO to complex domains where JPSRO with independent RL becomes computationally impractical. We demonstrate how our approach enables adaptive coordination with co-players and transfer learning of skills in larger games. Our work shows that equilibrium convergent population learning can be implemented at scale and in generality, paving the way towards solving real-world games between heterogeneous players with mixed motives."
Google DeepMind,Asynchronous Local-SGD Training forLanguage Modeling,17-Jan-24,https://deepmind.google/research/publications/66535/,,https://deepmind.google/research/publications/66535/,"Training large language models requires substantial computational resources. As models keep scaling, it is crucial to leverage distributed computation resources that might be even geographically distant from each other. Due to the latency and heterogeneity of these computation devices, it is natural to consider Local Stochastic Gradient Descent (localSGD) (e.g., each device performs more than one update per communication) and asynchronous training (the server updates the global parameter vector as soon as a worker has completed its local updates). This work presents an initial study on asynchronous localSGD for language modeling. We conduct a comprehensive investigation by examining how worker heterogeneity, model size, number of workers, and optimizer could impact the learning performance. We identified that a key hurdle of applying asynchronous localSGD in language modeling is the application of momentum acceleration on the server side when worker gradients are staled. In this setting, asynchronous localSGD takes more iterations to converge than its synchronous counterpart despite updating the global parameters more frequently. To mitigate this optimization challenge, we propose a novel method that utilizes a delayed Nesterov momentum update and adjusts the workers' local training steps based on their computation speed. This approach, evaluated with models up to 150M parameters on the C4 dataset, not only matches the performance of synchronous localSGD in terms of perplexity per update step but also surpasses it significantly in terms of wall clock time. For the convenience of future research and quick prototyping of new ideas, we also make available a toy framework that replicates the observed  optimization challenges on a mixture of mixtures of Gaussians. We hope this work can bring new insights and tools to facilitate future discovery of more efficient language model optimizers."
Google DeepMind,GATS: Gather-Attend-Scatter,16-Jan-24,https://deepmind.google/research/publications/67846/,,https://deepmind.google/research/publications/67846/,"As the AI community increasingly adopts large-scale models, it is crucial to develop general and flexible tools to integrate them. We introduce Gather-Attend-Scatter (GATS), a novel module that enables seamless combination of pretrained foundation models, both trainable and frozen, into larger multimodal networks. GATS empowers AI systems to process and generate information across multiple modalities at different rates. In contrast to traditional fine-tuning, GATS allows for the original component models to remain frozen, avoiding the risk of them losing important knowledge acquired during the pretraining phase. We demonstrate the utility and versatility of GATS with a few experiments across games, robotics, and multimodal input-output systems."
Google DeepMind,NfgTransformer: Equivariant Representation Learning for Normal-form Games,16-Jan-24,https://deepmind.google/research/publications/40173/,,https://deepmind.google/research/publications/40173/,"Normal-form games (NFGs) are fundamental subjects of game theoretic analysis that describe strategic interactions between players. While NFGs are typically represented as payoff tensors, any permutation of player actions describes an identical game. We propose NfgTransformer, a general-purpose query-key-value architecture that exploits the equivariance inherent to this data modality. We show the efficacy of our approach in a range of downstream tasks, including equilibrium solving, deviation-gain estimation and ranking on synthetic and standard games. Beyond strong quantitative results, we show that our model internally developed a recognisable pattern of iterative equilibrium refinement when solving for a Nash Equilibrium in a suite of GAMUT games. We hope our work can serves as an effective bridge to bring scalable learning techniques to game theoretic analysis."
Google DeepMind,Approximating Nash Equilibria in Normal-Form Games via Stochastic Optimization,16-Jan-24,https://deepmind.google/research/publications/34213/,,https://deepmind.google/research/publications/34213/,"We propose the first loss function for approximate Nash equilibria of normal-form games that is amenable to unbiased Monte Carlo estimation. This construction allows us to deploy standard non-convex stochastic optimization techniques for approximating Nash equilibria, resulting in novel algorithms with provable guarantees. We complement our theoretical analysis with experiments demonstrating that stochastic gradient descent can outperform previous state-of-the-art approaches."
Google DeepMind,On-Policy Distillation of Language Models: Learning from Self-Generated Mistakes,16-Jan-24,https://deepmind.google/research/publications/48050/,,https://deepmind.google/research/publications/48050/,"Knowledge distillation (KD) is widely used for compressing a teacher model to reduce its inference cost and memory footprint, by training a smaller student model. However, current KD methods for auto-regressive sequence models suffer from distribution mismatch between output sequences seen during training and those generated by the student upon deployment. To address this issue, we introduce Generalized Knowledge Distillation (GKD). Instead of solely relying on a fixed set of output sequences, GKD trains the student on its self-generated output sequences by leveraging feedback from the teacher on such sequences. Unlike supervised KD approaches, GKD also offers the flexibility to employ alternative divergence measures between the student and teacher, which can be useful when the student lacks the expressivity to mimic the teacher's distribution. Furthermore, GKD facilitates the seamless integration of distillation with RL fine-tuning (RLHF). We demonstrate the efficacy of GKD for distilling auto-regressive language models on summarization, translation, and arithmetic reasoning tasks."
Google DeepMind,Generative Adversarial Equilibrium Solvers,16-Jan-24,https://deepmind.google/research/publications/24821/,,https://deepmind.google/research/publications/24821/,"We introduce the use of generative adversarial learning to compute equilibria in general game-theoretic settings, specifically the generalized Nash equilibrium (GNE) in pseudo-games, and its specific instantiation as the competitive equilibrium (CE) in Arrow-Debreu competitive economies. Pseudo-games are a generalization of games in which players' actions affect not only the payoffs of other players but also their feasible action spaces. Although the computation of GNE and CE is intractable in the worst-case, i.e., PPAD-hard, in practice, many applications only require solutions with high accuracy in expectation over a distribution of problem instances. We introduce Generative Adversarial Equilibrium Solvers (GAES): a family of generative adversarial neural networks that can learn GNE and CE from only a sample of problem instances. We provide computational and sample complexity bounds for Lipschitz-smooth function approximators in a large class of concave pseudo-games, and apply the framework to finding Nash equilibria in normal-form games, CE in Arrow-Debreu competitive economies, and GNE in an environmental economic model of the Kyoto mechanism."
Google DeepMind,GATS: Gather-Attend-Scatter,16-Jan-24,https://deepmind.google/research/publications/67846/,,https://deepmind.google/research/publications/67846/,"As the AI community increasingly adopts large-scale models, it is crucial to develop general and flexible tools to integrate them. We introduce Gather-Attend-Scatter (GATS), a novel module that enables seamless combination of pretrained foundation models, both trainable and frozen, into larger multimodal networks. GATS empowers AI systems to process and generate information across multiple modalities at different rates. In contrast to traditional fine-tuning, GATS allows for the original component models to remain frozen, avoiding the risk of them losing important knowledge acquired during the pretraining phase. We demonstrate the utility and versatility of GATS with a few experiments across games, robotics, and multimodal input-output systems."
Google DeepMind,Learning Planning-compatible Cognitive Maps with Transformers in PartiallyObserved Environments,11-Jan-24,https://deepmind.google/research/publications/63907/,,https://deepmind.google/research/publications/63907/,"Despite their stellar performance on a wide range of tasks, including in-context tasks only revealed during inference, vanilla transformers and variants trained for next-token predictions (a) do not learn an explicit world model of their environment which can be flexibly queried and (b) cannot be used for planning or navigation. In this paper, we consider partially observed environments (POEs), where an agent's spatial position cannot be deterministically recovered from its observation, which makes planning hard. We introduce a transformer with (multiple) discrete bottleneck(s), TDB, whose latent codes learn a compressed representation of the observations. After training a TDB with an augmented objective on sequences of observations and actions, we extract interpretable cognitive maps of the environment from the active bottleneck(s) indices. These maps are then paired with an external solver to solve planning problems. First, we show that a TDB trained on POEs (a) retains the near-perfect predictive performance of a vanilla transformer or an LSTM while (b) solving shortest paths problems exponentially more efficiently. Second, a TDB extracts interpretable representations from text datasets, while reaching higher in-context accuracy than vanilla sequence models. Finally, in new POEs, a TDB (a) reaches near-perfect in-context accuracy, (b) learns accurate in-context cognitive maps (c) solves in-context planning problems."
Google DeepMind,Distributional reinforcement learning in prefrontal cortex,10-Jan-24,https://deepmind.google/research/publications/2504/,,https://deepmind.google/research/publications/2504/,"Prefrontal cortex is crucial for learning and decision-making. Classic reinforcement learning (RL) theories centre on learning the expectation of potential rewarding outcomes and explain a wealth of neural data in prefrontal cortex. Distributional RL, on the other hand, learns the full distribution of rewarding outcomes and better explains dopamine responses. Here we show distributional RL also better explains prefrontal cortical responses, suggesting it is a ubiquitous mechanism for reward-guided learning."
Google DeepMind,AutoRT: Embodied Foundation Models for Large Scale Orchestration of Robotic Agents,4-Jan-24,https://deepmind.google/research/publications/48151/,,https://deepmind.google/research/publications/48151/,"Large foundation models that incorporate language, vision, and more recently actions have revolutionized the ability to harness internet scale data to learn knowledge and reasoning for everyday tasks. In this paper we show how existing foundation models can be used to scale up the deployment of operational robots incompletely unseen scenarios with minimal human supervision.  We refer to this system as AutoRT, which runs on over 50 robots across multiple buildings, collecting 77k real robot episodes via both teleoperation and autonomously moving robots. Such “in-the-wild” data is significantly more diverse than previous robotic datasets collected in robot lab settings, and improves robotics policies when used in co-fine-tuning.  When combined with vision, large language models can propose novel instructions based on their environment and reason about autonomy tradeoffs and safety without finetuning, allowing orchestration of large scale robot fleets.  We further show how introducing LLMs and VLMs into data collection creates new forms of interaction for steering robot agents to collect more diverse data or data for specific settings."
Google DeepMind,GenCast: learning skillful ensemble forecasting of medium-range weather,25-Dec-23,https://deepmind.google/research/publications/68149/,,https://deepmind.google/research/publications/68149/,"A probabilistic weather forecast is critical for decision-making, from the everyday to preparation for extreme events. Forecasts of the joint distribution of weather trajectories via spatio-temporally coherent ensembles have further importance: they provide a powerful tool for decision-making in complex and high-impact domains including energy system planning, transportation routing, flood forecasting and more. State-of-the-art ML forecast models for medium-range weather, however, are largely trained to produce deterministic forecasts which lose physical consistency at longer lead times. We introduce GenCast, a ML-based generative model for ensemble weather forecasting, trained from reanalysis data. It forecasts ensembles of trajectories for hundreds of weather variables, up to 15 days at 1 degree resolution globally, using under TC secs per ensemble member. We show that GenCast is more skilful than ENS, a top operational ensemble forecast, for TC% of TC verification targets, while maintaining good calibration and physically consistent power spectra."
Google DeepMind,Zero-Shot Metric Depth with a Field-of-View Conditioned Diffusion Model,20-Dec-23,https://deepmind.google/research/publications/63604/,,https://deepmind.google/research/publications/63604/,"While methods for monocular depth estimation have made significant strides on standard benchmarks, zero-shot metric depth estimation remains unsolved. Challenges include the joint modeling of indoor and outdoor scenes, which often exhibit significantly different distributions of RGB and depth, and the depth-scale ambiguity due to unknown camera intrinsics. Recent work has proposed specialized multi-head architectures for jointly modeling indoor and outdoor scenes. In contrast, we advocate a generic, task-agnostic diffusion model, with several advancements such as log-scale depth parameterization to enable joint modeling of indoor and outdoor scenes, conditioning on the field-of-view (FOV) to handle scale ambiguity and synthetically augmenting FOV during training to generalize beyond the limited camera intrinsics in training datasets. Furthermore, by employing a more diverse training mixture than is common, and an efficient diffusion parameterization, our method, DMD (Diffusion for Metric Depth) achieves a 25% reduction in relative error (REL) on zero-shot indoor and 33% reduction on zero-shot outdoor datasets over the current SOTA using only a small number of denoising steps."
Google DeepMind,Equivariant MuZero,19-Dec-23,https://deepmind.google/research/publications/26234/,,https://deepmind.google/research/publications/26234/,"Deep reinforcement learning has shown lots of success in closed, well-defined domains such as games (Chess, Go, StarCraft). The next frontier is real-world scenarios, where setups are numerous and varied. For this, agents need to learn the underlying environment dynamics, so as to robustly generalise to conditions that differ from those they were trained on. Model-based reinforcement learning algorithms, such as MuZero or Dreamer, aim to accomplish this by learning a world model. However, leveraging a world model has not yet consistently shown greater generalisation capabilities compared to model-free alternatives. In this work, we propose improving the data efficiency and generalisation capabilities of MuZero by explicitly incorporating the symmetries of the environment in its world-model architecture. We prove that, so long as the neural networks used by MuZero are equivariant to a particular symmetry group acting on the environment, the entirety of MuZero's action-selection algorithm will also be equivariant to that group. As such, Equivariant MuZero is guaranteed to behave symmetrically in symmetrically-transformed states, and will hence be more data-efficient when learning its world models. We evaluate Equivariant MuZero on procedurally-generated MiniPacman and on Chaser from the ProcGen suite: training on a set of mazes, and then testing on unseen rotated versions, demonstrating the benefits of equivariance. We verify that our improvements hold even when only some of the components of Equivariant MuZero obey strict equivariance, which highlights the robustness of our construction."
Google DeepMind,Learning Silicon Dopant Transitions in Graphene using Scanning Transmission Electron Microscopy,15-Dec-23,https://deepmind.google/research/publications/48254/,,https://deepmind.google/research/publications/48254/,"We introduce a machine learning approach to determining the transition rates of silicon atoms on graphene (a lattice of carbon atoms), when stimulated by the electron beam of a scanning transmission electron microscope. Our learned rates are then applied to guide a single silicon atom throughout the lattice to pre-determined target destinations. We present sensitivity and accuracy analyses that demonstrate the generality of our approach."
Google DeepMind,Meta-in-context learning in large language models,14-Dec-23,https://deepmind.google/research/publications/33809/,,https://deepmind.google/research/publications/33809/,"Large language models have shown tremendous performance in a variety of tasks.  In-context learning is seen as one of the main contributors to their success. Previous work has demonstrated that in-context learning can even solve non-trivial tasks such as supervised and reinforcement learning. We expand on this line of work by investigating the effect of in context learning when the context is presented in a sequential manner.  We find that the sequential presentation of related tasks leads to better in-context learning performance, thereby revealing that in-context learning can be used to create better in-context learning algorithms. We coin this phenomenon \emph{meta-in-context learning}. Multiple experiments reveal that meta-in-context learning adaptively modifies a large language model's priors over latent variables and that it adjusts its learning strategies. Finally, we extend our approach to a benchmark of real-world regression problems where we observe competitive performance to traditional learning algorithms. Taken together, our work improves our understanding of in-context learning and paves the way toward adapting large language models to the environment they are applied purely through meta-in-context learning rather than traditional fine-tuning."
Google DeepMind,A Definition of Continual Reinforcement Learning,12-Dec-23,https://deepmind.google/research/publications/33910/,,https://deepmind.google/research/publications/33910/,"In a standard view of the reinforcement learning problem, an agent’s goal is to efficiently identify a policy that maximizes long-term reward. However, this perspective is based on a restricted view of learning as finding a solution, rather than treating learning as endless adaptation. In contrast, continual reinforcement learning refers to the setting in which the best agents never stop learning. Despite the importance of continual reinforcement learning, the community lacks a simple definition of the problem that highlights its commitments and makes its primary concepts precise and clear. To this end, this paper is dedicated to carefully defining the continual reinforcement learning problem. We formalize the notion of agents that ""never stop learning"" through a new mathematical language for analyzing and cataloging agents. Using this new language, we define a continual learning agent as one that can be understood as carrying out an implicit search process indefinitely, and continual reinforcement learning as the setting in which the best agents are all continual learning agents. We provide two motivating examples, illustrating that traditional views of multi-task reinforcement learning and continual supervised learning are special cases of our definition. Collectively, these definitions and perspectives formalize many intuitive concepts at the heart of learning, and open new research pathways surrounding continual learning agents."
Google DeepMind,A Simple Recipe for Contrastively Pre-training Video-First Encoders Beyond 16 Frames,12-Dec-23,https://deepmind.google/research/publications/60675/,,https://deepmind.google/research/publications/60675/,"Recent work transfers large-scale image-to-text models to the video domain via shallow late temporal fusion while keeping the image encoder frozen. In contrast, we train video-first encoders, plug them into a frozen LM, and demonstrate that utilizing joint space-time attention yields improvements on benchmarks with strong temporal dependencies (e.g., YouCook2, VATEX). However, we expose two limitations to the approach: (1) decreased spatial capabilities, likely due to noisy video-language alignments and (2) higher memory consumption, bottlenecking the number of frames that can be processed. To mitigate the memory bottleneck, we systematically analyze ways to improve memory efficiency for training video-first encoders including input sampling, parameter-efficient image-to-video adaptation, and factorized attention. Surprisingly, just masking large portions of the video (up to 75%) proves to be the most robust way to scale encoders to videos up to 4.3 minutes at 1 fps rate. Our simple approach for training long video-to-text models, which account for less than 1B parameters, is able to outperform the popular paradigm of using a strong LLM as information aggregator over segment-based information on benchmarks with long range temporal dependencies (YouCook2, EgoSchema)."
Google DeepMind,Online RL in Linearly qπ-Realizable MDPs Is as Easy as in Linear MDPs If You Learn What to Ignore,12-Dec-23,https://deepmind.google/research/publications/34921/,,https://deepmind.google/research/publications/34921/,"We consider online reinforcement learning (RL) in episodic Markov decision processes (MDPs) under the linear $q^\pi$-realizability assumption, where it is assumed that the action-values of all policies can be  expressed as linear functions of state-action features. This class is known to be more general than  linear MDPs, where the transition kernel and the reward function are assumed to be linear functions of the feature vectors. As our first contribution, we show that the difference between the two classes is the presence of states in linearly $q^\pi$-realizable MDPs where for any policy, all the actions have  approximately equal values, and skipping over these states by following an arbitrarily fixed policy in those states transforms the problem to a linear MDP. Based on this observation, we derive a novel (computationally inefficient) learning algorithm for linearly $q^\pi$-realizable MDPs that simultaneously learns what states should be skipped over and runs another learning algorithm on the linear MDP hidden in the problem. The method returns an $\epsilon$-optimal policy after $\text{polylog}(H, d)/\epsilon^2$ interactions with the MDP, where $H$ is the time horizon and $d$ is the dimension of the feature vectors, giving the first polynomial-sample-complexity online RL algorithm for this setting. The results are proved for the misspecified case, where the sample complexity is shown to degrade gracefully with the misspecification error."
Google DeepMind,Schema-learning and rebinding as mechanisms of in-context learning and emergence,12-Dec-23,https://deepmind.google/research/publications/35122/,,https://deepmind.google/research/publications/35122/,"In-context learning (ICL) is one of the most powerful and most unexpected capabilities to emerge in recent transformer-based large language models (LLMs). Yet the mechanisms that underlie it are poorly understood. In this paper, we demonstrate that comparable ICL capabilities can be acquired by an alternative sequence prediction learning method using clone-structured causal graphs (CSCGs). Moreover, a key property of CSCGs is that, unlike transformer-based LLMs, they are {\em interpretable}, which considerably simplifies the task of explaining how ICL works. Specifically, we show that it uses a combination of (a) learning template (schema) circuits for pattern completion, (b) retrieving relevant templates in a context-sensitive manner, and (c) rebinding of novel tokens to appropriate slots in the templates. We go on to marshall evidence for the hypothesis that similar mechanisms underlie ICL in LLMs. For example, we find that, with CSCGs as with LLMs, different capabilities emerge at different levels of overparameterization, suggesting that overparameterization helps in learning more complex template (schema) circuits. By showing how ICL can be achieved with small models and datasets, we open up a path to novel architectures, and take a vital step towards a more general understanding of the mechanics behind this important capability."
Google DeepMind,Feature Likelihood Divergence: Evaluating the Generalization of Generative Models Using Samples,10-Dec-23,https://deepmind.google/research/publications/31486/,,https://deepmind.google/research/publications/31486/,"The past few years have seen impressive progress in the development of deep generative models capable of producing high-dimensional, complex, and photo-realistic data. However, current methods for evaluating such models remain incomplete: standard likelihood-based metrics do not always apply and rarely correlate with perceptual fidelity, while sample-based metrics, such as FID, are insensitive to overfitting, i.e., inability to generalize beyond the training set. To address these limitations, we propose a new metric called the Feature Likelihood Divergence (FLD), a parametric sample-based score that uses density estimation to provide a comprehensive trichotomic evaluation accounting for novelty (i.e., different from the training samples), fidelity, and diversity of generated samples. We empirically demonstrate the ability of FLD to identify specific overfitting problem cases, where previously proposed metrics fail. We also extensively evaluate FLD on various image datasets and model classes, demonstrating its ability to match intuitions of previous metrics like FID while offering a more comprehensive evaluation of generative models. Code is available at https://github.com/marcojira/fld."
Google DeepMind,Improving neural network representations using human similarity judgments,10-Dec-23,https://deepmind.google/research/publications/33708/,,https://deepmind.google/research/publications/33708/,"Deep neural networks have reached human-level performance on many computer vision tasks. However, the objectives used to train these networks enforce only that similar images are embedded at similar locations in the representation space, and do not directly constrain the global structure of the resulting space. Here, we explore the impact of supervising this global structure by linearly aligning it with human similarity judgments. We find that a naive approach leads to large changes in local representational structure that harm downstream performance. Thus, we propose a novel method that aligns the global structure of representations while preserving their local structure. This global-local transform considerably improves accuracy across a variety of few-shot learning and anomaly detection tasks. Our results indicate that human visual representations are globally organized in a way that facilitates learning from few examples, and incorporating this global structure into neural network representations improves performance on downstream tasks."
Google DeepMind,Optimal Preconditioning and Fisher Adaptive Langevin Sampling,10-Dec-23,https://deepmind.google/research/publications/34617/,,https://deepmind.google/research/publications/34617/,"We define an optimal preconditioning for the Langevin diffusion by analytically optimizing the expected squared jumped distance. This yields as the optimal preconditioning an inverse Fisher information covariance matrix, where the covariance matrix is computed as the outer product of log target gradients averaged under the target. We apply this result to the Metropolis adjusted Langevin algorithm (MALA) and derive a computationally efficient adaptive MCMC scheme that learns the preconditioning from the history of gradients produced as the algorithm runs. We show in several experiments that the proposed algorithm is very robust in high dimensions and significantly outperforms other methods, including a closely related adaptive MALA scheme that learns the preconditioning with standard adaptive MCMC as well as the position-dependent Riemannian manifold MALA sampler."
